公司名称（全称）,岗位详情,所在城市,薪资区间,岗位名称,BOSS链接,年限要求,学历要求,备注,组长,收集人姓名,父记录,父记录 2,父记录 3,所在区域
亚信科技,"岗位职责
1. 智能体开发与运维：基于Dify、Coze等平台，主导AI智能体全周期开发，涵盖提示工程、知识库构建及工作流集成，确保HR场景应用稳定⾼效。
2. 全模块AI场景落地：深度挖掘HR业务需求，重点突破AI绩效管理场景，落地绩效评估辅助、⾯谈模拟等应⽤；同步拓展招聘、培训、员工服务等模块的智能化解决方案。
3. 知识本体与RAG优化：构建HR知识本体，将政策、制度转化为结构化知识；深度优化RAG系统，提升AI回答专业问题的准确性与逻辑性。
4. 效果分析与迭代：建⽴AI应用评估体系，通过数据分析定位性能瓶颈，持续优化提示词、模型与工作流，驱动应用闭环迭代。
5. 技术研究与赋能：跟踪AI前沿技术，评估引入创新工具；为HR团队提供AI培训与支持，提升团队AI应用能力。
任职要求
1. 学历专业：本科及以上，计算机、人工智能等相关专业优先。
2. 专业能力：精通Dify、Coze等智能体平台；具备Prompt Engineering与RAG实战经验，有知识本体构建经验者优先；掌握Python；熟悉HR模块业务，具备AI与HR场景融合思维。
3. 工作经验：1-2年AI应用开发或AI产品经验，有科技/ AI公司背景者优先。
4. 工作素养：学习能力强，具备创新意识、系统性思维与跨团队协作能力，能高效推动项目落地。",北京,15-25K,AI 产品经理,https://www.zhipin.com/job_detail/18d6152c67b9c7b20nVy2N-4GVdQ.html,1-3年,本科,,16-胡洋帆,胡洋帆,,,,海淀区
北京新满泰科技,"岗位职责：
1、负责手机助手、可穿戴硬件等方向的端到端大模型评测，构建能反映⽤户体验、牵引模型迭代、发现模型问题的评测集；
2、深⼊洞察⽤户需求，结合模型发展阶段，明确模型迭代目标，探索优化策略和自动评测链路，为评估⼯作提效；
3、与产品研发团队紧密合作，积极参与需求分析、方案讨论和任务拆解，独立对接并负责专项任务的流程推进，组织和管理多渠道评估团队，确保项目目标按时、高质量达成；
4、根据业务特点，探索智能、有效的模型评估方案，主导开发评估模型及工具。
任职要求：
1、本科及以上学位，统计学/数学/计算机/心理学等理工学科背景优先，有数理统计基础和代码基础优先，具备较强的逻辑思维，能够对业务逻辑进行合理的抽象和拆分；
2、有较好的文本编辑能力与学习能力，具备不错的知识广度，对模型回答的质量有判断与感知；
3、具备项目管理经验，能进行跨部门沟通，有强烈的工作责任心，较好的学习能力，能够快速的响应和行动；
4、对科技产品有浓厚兴趣，对新产品、新技术有好奇心和探索执行力优先；
5、工作细致有耐心，能适应多变的环境，具备较强的沟通表达能力、自驱力、执行力。",北京,13-20K,AI大模型评估专家-硬件应用方向,https://www.zhipin.com/job_detail/6aefc1f87115e1670nZ-3ty6F1ZQ.html,经验不限,本科,,16-胡洋帆,胡洋帆,,,,海淀区
企全服,"职位名称： 产品经理（AI应用/大模型/智能体方向）  
学历要求： 重点本科及以上学历，计算机科学、人⼯智能、软件⼯程等相关专业优先。

核⼼职责：  
1. AI需求挖掘与产品规划  
   • 深入客户实际工作/办公场景挖掘政企类客户不同⼯作场景下（如智能客服、营销、办公自动化等）对AI能力的需求。
   • 结合客户现有产品体系，进行大模型及智能体能力组件或产品规划。  
   • 输出需求文档（PRD）及原型设计（Axure/Figma）。

2. 大模型应用与智能体落地  
   • 主导场景化AI智能体产品从0到1的落地，协调算法、工程团队完成模型训练、工具调用及部署。  
   • 设计差异化功能（如多智能体协作、大小模型协同），确保产品在性能方面具备竞争力。
   • 支撑KA客户售前工作，设计定制化解决方案及演示Demo，推动产品商业化落地。

4. 跨团队协作与迭代优化  
   • 协同开发、测试团队管控项目进度，重点跟进大模型微调、智能体开发等关键节点。  
   • 通过用户反馈与数据指标驱动产品持续迭代。

任职要求：  
• 经验背景： 1年以上AI产品经验，具备大模型应用、智能体P相关项目从0到1落地案例。  
• 技术理解： 熟悉大模型技术原理（如Prompt工程、RAG）、智能体框架（如LangChain）及主流工具（如Dify）。  
• 核心能力： 需求引导能力与产品价值阐述能力。  
• 加分项： 有政企、金融、运营商等行业AI项目经验。",北京,15-30K,产品经理（AI应用/大模型/智能体方向）,https://www.zhipin.com/job_detail/78861c3c4f90525e0nVz296_FVVY.html,1-3年,本科,,16-胡洋帆,胡洋帆,,,,海淀区
首信科技,"工作内容：
1、深度了解和研究深度学习、视觉识别等方向产品。
2、负责围绕AI模型/算法的生命周期进行AI⼯具链产品（标注系统、算法推理平台、算法运营平台、视频中⼼、算法调度平台等）的设计研发和部署验证。
3、参与AI⼯具链平台产品客户的方案交流和技术方案⽂档撰写。
4、具备产品全链路视角，负责结合实际业务应用场景，从AI全链路为客户提供产品解决方案。
岗位要求：
1、学科专业为计算机、软件、通信、人工智能优先；
2、有过相关AI产品的相关工作经验的优先；
3、良好的表达沟通能力，具备数据敏感性；
4、逻辑思维能力强，有扎实的产品规划落地能力
5、有owner意识，有主见，结果导向。",北京,15-20K,AI产品产品经理,https://www.zhipin.com/job_detail/561ed55c681ed38c0nV63di9GVVY.html,1-3年,本科,,16-胡洋帆,胡洋帆,,,,海淀区
小米,"岗位职责：
""1、负责应用商店的AI场景落地，包括但不限于AI搜索
2、跟踪AI行业趋势，识别可落地新技术
3、通过AI能力的落地，扩展应用商店的⽤户场景与需求""
任职要求：
""1、AI⾏业1到3年⼯作经验，对大模型运行底层和发展趋势有理解
2、有⽤户侧AI项目落地经验者优先
3、对AI的工具落地有热情
4、优秀的跨团队沟通能力，能协调多方资源达成目标""",北京,25-50K·16薪,AI应用高级产品经理,https://www.zhipin.com/job_detail/57891612a63c91f30nRy39i8GVdY.html,5-10年,本科,,16-胡洋帆,胡洋帆,,,,海淀区
睿呈时代,,北京,13-22K,AI应用工程师（产品方向）,https://www.zhipin.com/job_detail/bd7307f1fa58d3220nRy09y4EFRR.html,在校/应届,硕士,,16-胡洋帆,胡洋帆,,,,海淀区
白犀牛,"岗位职责:
1.围绕无人配送自动驾驶全链路运营场景，通过 AI 能力提升运营效率、降低成本、提升⽆⼈车规模化运⾏能力；
2.负责AI 驱动的运营效率产品规划与设计，包括：智能调度、智能派单、故障智能预警；
3.与技术、运营、运维团队协同，定义AI 能力需求、效果指标、迭代路径，⽤ AI 解决重复劳动、人工判断、低效流程问题；
4.跟踪行业自动驾驶、物流配送、智能运营、AI Agent 等技术趋势，将前沿能力转化为可落地的效率提升方案。

任职要求：
1.本科及以上学历，计算机、自动化、车辆工程、交通工程等相关专业优先；
2.2年及以上产品经理经验，有自动驾驶、无人车、机器人、智能调度、车联网、智慧物流任一领域经验优先；
3.具备扎实的AI技术认知，能理解常见算法逻辑(如分类回归模型、大模型应用等)，可清晰界定AI产品的技术边庥界与落地可行性；
4.有从0到1搭建AI产品或推动AI产品规模化落地的成功案例，能独立拆解复杂业务问题并转化为产品方案；
5.具备良好的跨部门沟通、推动复杂项目落地的能力；
6.对自动驾驶、无人配送、AI 落地商业化有热情，能接受业务节奏。",北京,15-30K·15薪,AI应用产品经理,https://www.zhipin.com/job_detail/4fbb7a184f2ff8c00nV90t64F1VY.html,1-3年,本科,,16-胡洋帆,胡洋帆,,,,海淀区
磐隆致远,"1. 全栈AI开发：负责AI应用、智能体（Agents）和本题库的端到端开发，包括快速构建原型、部署上线和持续迭
代优化。
2. 需求转化：深入内部业务部门，独立梳理业务需求，并将其转化为清晰的产品需求、用户场景和技术实现⽅
案。
3.原型开发：使⽤ CodingAgents 独⽴设计和优化应用架构、产品架构，确保技术选型的前瞻性、可扩展性和稳
定性。
4. 流程自动化：利⽤大型语言模型（LLM）和AI Agent技术，开发创新应用，并实现关键业务流程的自动化。
5. 提示词工程与智能体优化：运用ReAct、
CoT、ToT等策略设计高鲁棒性 System Prompt，持续提升模型响应质
量与稳定性。
6. 智能体系统设计与开发：构建具备协作能力的Multi-Agent 系统，实现任务自治与复杂工作流的自动化。
任职要求：
1. ［硬性条件］全栈经验：具备丰富的全栈开发经验，精通从前端、中间件到后端和数据库的整套技术栈。
2. ［硬性条件］技术功底：精通至少一种主流编程语言（如 Python），对主流大型语言模型（LLM）有深入的理解
和实践经验。
3. ［硬性条件］熟悉 MCP 及 Skils.必须要有实际开发 MCP 和 Skill的经验。
4. ［硬性条件］Prompt Engineering：具备高超的 Prompt Engineering（提示词工程）能力，能够设计、撰写和优
化复杂的提示词，并熟悉各种主流的Prompting框架。
5. ［硬性条件］ AI Agent 技术：熟练使用AI Agent技术进行复杂应用开发，熟悉多智能体（Multi-Agent）的设计理
念与构建框架。
6. ［硬性条件］熟悉并积极使用AI编程辅助工具（需精通以下至少一个：Claude Code, AntiGravity, Codex, Cursor
）来提升开发效率。
7.架构与需求：具备出色的抽象能力、架构设计能力和业务理解能力，能独立主导从需求到产品的全过程。
8.综合素质：拥有极强的动手能力、能独立完成一款产品应用、快速学习能力和解决复杂问题的能力。",北京,25-40K,prompt工程师,https://www.zhipin.com/job_detail/1bf775f0399d4f7a0nZ83d68E1JS.html,1-3年,本科,,16-胡洋帆,胡洋帆,,,,海淀区
iWudao吾道科技,"工作职责：
1、负责公司 AI 产品的 Prompt 设计、开发与持续优化，建立 Prompt 资产库（模板、版本管理、最佳实践），确保可复用与可追溯；
2、搭建系统化的 Prompt 评测体系，定义评估指标与基准数据集，以数据驱动迭代优化，持续提升模型输出质量；
3、参与大模型技术选型与 POC 测试，输出评估报告与推荐⽅案；
4、利⽤ AI Coding ⼯具提升开发效率，参与产品功能的快速原型搭建与工程落地；
5、跟踪大模型、Agent、RAG 等前沿技术发展，评估其在业务场景中的应⽤价值并推动落地。

任职要求：
1、本科及以上学历，计算机、NLP、数据科学等相关专业优先；
2、1 年以上 Prompt Engineering 实践经验，有 B 端产品实际落地案例者优先；
3、熟悉主流大模型的能力边界与调用方式，具备系统性的 Prompt 设计方法论；
4、具备评测思维，能独立完成评测集构建、指标定义与数据分析；
5、良好的逻辑思维与跨部门沟通能力，能将技术能力转化为业务价值；
6、熟悉 Python，能独立搭建自动化评测与数据处理流程。
7、加分项：有 AI Coding（Cursor、Claude Code 等）实践经验者优先；有金融报告核查、合规审查或金融科技领域相关经验者优先。",北京,18-25K·13薪,prompt工程师,https://www.zhipin.com/job_detail/4cad9fb211c0a71d0nZy29i7FlJS.html,3-5年,本科,,16-胡洋帆,胡洋帆,,,,海淀区
北京猫糖跳动科技,"【岗位职责】  
1. Prompt编写与迭代  
 • 根据不同业务场景（社交、文档、客服、职场等），设计和优化适用于AI自动回复的Prompt；  
 • 跟踪和收集业务反馈，不断迭代改进Prompt，提高模型响应的准确性和业务适配性；  
 • 分析业务需求，并结合AI模型特点，创新设计应⽤场景下的对话流程和逻辑；

2. 数据⽣成与管理  
 • 开发和维护⽤于模型训练的高质量数据生成Prompt；  
 • 协同数据团队，对数据集进⾏管理、整理与清洗，确保数据质量满足模型训练和测试要求；  
 • 基于业务场景，构建和优化数据采集与标注流程，为迭代优化提供数据支撑；

3. 跨部门协作与创新探索  
 • 与产品、研发、设计及数据团队紧密合作，共同推动产品迭代升级；  
 • 探索和尝试新技术、新工具，保持对前沿AI技术的敏锐洞察力；  
 • 参与行业内的前沿讨论，分享工作经验与心得。

【任职资格】  
1. 教育背景：不限，计算机、设计、语言学，商学院等相关专业均可；  
2. 工作经验：无特殊要求，有真实项目经历或对Prompt、对话系统研发有浓厚兴趣者优先；  
3. 技能要求：  
 • 具备较强的逻辑思维和文字表达能力，能针对不同业务场景梳理需求；  
 • 对AI模型（如ChatGPT）的工作原理有基本了解，对如何构造Prompt有一定思考；  
 • 熟悉数据处理流程，具备一定的数据分析和挖掘能力；  
4. 软技能：  
 • 拥有浓厚的探索精神和技术好奇心，乐于接受创新挑战；  
 • 善于沟通、团队协作，能够跨部门协调推进项目；  
 • 对互联网前沿技术抱有激情，喜欢与人交流讨论，兼具实干与战略眼光。  
  （备注：如果你更倾向于在虚拟世界中表达自我，具备独特思考和独立见解，也极力欢迎您的加盟！）

【加分项】  
• 曾参与AI语言模型、对话系统、NLP相关项目者；  
• 有产品规划或工程实践经验者；  
• 对数据清洗、数据标注和数据管理有实践经验者。

【我们提供】  
• 开放包容的工作氛围及扁平化管理，充分尊重并鼓励创新和尝试；  
• 与前沿AI领域专家共事，持续学习和成长的机会；  
• 完善的激励机制及富有竞争力的薪酬体系；  
• 丰富的团队活动及宽松灵活的工作环境。

如果你对AI前沿、智能输入法以及自动回复技术充满热情，希望在一个充满创意与挑战的工作环境中发挥才华，期待你的加入！",北京,25-40K·14薪,AI产品经理／Prompt工程师,https://www.zhipin.com/job_detail/f1b85832b23061a20nZ_39i1EVJV.html,3-5年,本科,,16-胡洋帆,胡洋帆,,,,海淀区
北京建和,"岗位职责：
1、根据项目负责人提出的功能需求，使用AI语言模型，负责公司AIGC相关产品的Prompt提示词编写及图像模型训练；
2、负责Prompt生产过程的制定及不断迭代及优化（包含数据分析，并调优Prompt，重新定义场景和目标等）；
3、负责设计和优化输入文本，以引导AI语言模型生成预期的输出；
4、负责Prompt基础语料的梳理 ，深入理解实际业务场景需求，完成Prompt模板创作。
5、负责运用特定prompt生成固定格式的数据。
6、优秀的英语能力，可以作为母语
任职要求：
1、大学本科及以上学历，人工智能、计算机、数学、统计、人机交互等相关专业优先；
2、对chatgpt claude 等大语言模型或者工具了解、使用过ChatGPT  AIGC人工智能模型优先；
3、掌握基本的编程技能、熟练使用Excel、Mysql和Python等数据处理工具；
4、良好的沟通能力、学习能力，非常优秀的的英语读写能力。",北京,20-40K,Prompt工程师,https://www.zhipin.com/job_detail/f9ce641bc5b41db31HJ62dS7EVJS.html,经验不限,本科,,16-胡洋帆,胡洋帆,,,,海淀区
北京新智体科技,"职位描述

1. 深入理解实际业务场景需求，设计LLM相关Agent
2. 研究优化基于大语言模型LLM的Agent能力表现
3. 围绕AI Agent 优化和开发新的Prompt策略
4. 负责制定Agent平台模式和人机交互体验方式
5. 针对Agent进行数据分析并持续迭代

职位要求

1. 本科以上学历，熟悉AI前沿进展，对AI大模型及Agent方向充满热情和探索精神
2. 有极强的自驱学习能力，好奇一切，认知多元化
3. 具备产品化思维，能够清晰理解客户需求并定义问题，掌握主要模型的能力边界
4. 有互联网产品和程序开发经验者优先考虑",北京,200-400元/天,AI Prompt 工程师,https://www.zhipin.com/job_detail/a6880840a1f7d0341HVz3dm5EFRR.html,1-3年,本科,,16-胡洋帆,胡洋帆,,,,海淀区
朗科,"该工作岗位为山东省潍坊市
岗位职责：
基于LLM进行Prompt开发，优化其在特定业务领域的效果
基于用户场景完成Prompt的架构，设计，开发，和评测工作
对已有AI核心模块进行系统性优化，重组，升级
参与并主持团队的核心技术讨论和决策，为项目的进展提供专业建议和支持。
任职要求：
1. 统招本科及以上学历，计算机、人工智能、自然语言处理等相关专业；
2. 精通Python编程语言，具备较强的架构设计能力和业务抽象能力；
3. 熟悉分层思想，以及设计模式，并能熟练地应用到代码编写过程中；
4. 系统性的掌握Prompt工程的相关技术，有实际产品开发经验，能快速定位并解决实际问题；
5. 熟悉LangChain等工具，具备相关的开发和调优经验；
6. 优秀的业务模型分析能力、沟通能力和文档编写能力；
要求有实际工作经验。",北京,10-15K,Prompt工程师,https://www.zhipin.com/job_detail/b64c391d83e935d703Rz3Ny0FlpU.html,3-5年,本科,,16-胡洋帆,胡洋帆,,,,海淀区
我顺路,"工作职责
1. 确定业务的场景和目标
2. 收集客户的评测数据
3. Prompt的不断迭代及优化（包含分析数据，并调优Prompt，重新定义场景和目标等）
4. 将最终调试的最佳prompt以标准化格式交付客户

技能要求
1. 语言表达能力
（1）Prompt生产过程，需要反复迭代语言表达，找到大模型理解效果最佳的表述。
2. 业务理解能力
（1）站在客户场景和目标的视角，理解客户的需求。
3. 产品化思维
1） 将客户的需求转化成产品方案。
2）将复杂的客户需求，拆解成多个步骤的产品方案。
3）结合客户的场景和目标，重新定义客户需求。
4）AI知识的学习能力。
（1）需要理解大模型的能力边界，判断客户需求的可行性。
（2）需要理解大模型的优化方向，快速迭代产品解决方案。

备注：不能到北京面试勿扰，谢谢",北京,22-23K,Prompt工程师（兼职&合伙）,https://www.zhipin.com/job_detail/569c8a70c6465e751Hd53tS5EFdZ.html,3-5年,本科,,16-胡洋帆,胡洋帆,,,,海淀区
天启黑马,"岗位职责：
1. 设计与开发基于专利场景的AI Agent工作流，确保从任务规划到结果生成的全流程工程化封装。
2. 构建与优化面向亿级专利数据的检索增强⽣成（RAG）全链路，包括⽂档智能切分、向量化检索、混合搜索策略融合及结果重排序。
3. 深度集成⼤模型能力至产品，开发⾼可用、可扩展的API服务，并进行Prompt工程优化。
4. 持续关注系统在生产环境中的表现，优化服务性能与资源利用率。
5. 跨领域协作，与专利业务专家、产品经理紧密合作，准确理解专业需求并转化为技术方案。

任职要求：
1. 具备扎实的工程能力，熟悉Python及FastAPI等至少一种主流开发框架。
2. 具备1年以上大模型相关应用开发经验，熟悉LangChain/LangGraph等至少一种主流框架，并能深刻理解其设计模式与局限性。
3. 拥有RAG系统构建和调优经验，深入理解文本处理、Embedding、向量数据库选型到检索算法优化的每个环节。
4. 具备良好的系统设计思维，能从稳定性、扩展性、可维护性角度设计技术方案。
5. 对技术充满热情，具备优秀的学习能力和解决问题的能力，能在不确定中快速探索并实现技术落地。",北京,15-30K,大模型prompt应用工程师,https://www.zhipin.com/job_detail/31addfebd093ddef0nR53968E1tX.html,3-5年,本科,,16-胡洋帆,胡洋帆,,,,海淀区
智谱华章,"一、工作职责：
1、与客户沟通，深入挖掘业务场景，结合大模型的优势完成解决方案的设计；
2、系统性的掌握Prompt工程的相关技术，能够基于用户场景完成Prompt的设计和评测工作；
3、参与客户大模型技术选型评估、产品方案设计等工作，确保解决方案的质量和性能；
4、参与大模型应用领域相关产品技术方案的研究和创新，竞品的调研和分析，支持业务的快速迭代；

二、任职要求：
1、本科及以上学历，有AI项目经验者优先；
2、良好的逻辑思维，优秀的语言表达能力，有B端AI产品经理工作经验者优先；
3、了解机器学习、深度学习算法的基础原理和优化流程；
4、有较强的业务模型分析能力、沟通能力和文档编写能力； 
5、了解AIGC的前沿应用，在生活中、学习中有使用chatgpt或者相关产品者优先。
6. 熟悉AI 相关开源项目，有独立部署能力者优先。",北京,200-250元/天,Prompt工程师（偏产品经理岗）,https://www.zhipin.com/job_detail/70b64bb581d333401HR42t6_FFdT.html,1-3年,本科,,16-胡洋帆,胡洋帆,,,,海淀区
人瑞网络科技,"岗位职责
1、深入理解业务场景及客户需求，进行需求引导和业务分析，结合大模型的优势完成基于智能体解决方案的设计。
2、根据业务需求进⾏智能体、⼯作流的搭建和调试。 
3、基于客户要求和模型效果进⾏prompt涉及和调试，对效果负责。
4、持续跟踪大模型技术演进，结合行业趋势优化解决⽅案设计
职位要求
1、本科及以上学历，有AI项目经验 折优先 
2、1年以上B端业务经验，擅长客户沟通、需求挖掘与需求文档编写 
3、理解大模型技术原理及适用场景（如LLM/NLP技术边界），能与技术团队高效协作 
4、有较强的业务分析能力，具备将业务需求转化为技术架构的设计能力，至少参与过2个AI项目全周期 
5、对Python有基础了解，具备一定开发能力或理解能力，了解数据处理、模型调用及API服务对接等基础开发工作
6、具备大模型应用技术理解力，包括Prompt工程、RAG应用、Agent框架及工作流设计
加分项：做过中小学教育产品加分，coding能力强加分",北京,14-17K,大模型Prompt工程师,https://www.zhipin.com/job_detail/276e7014e0cb1d2c0nZ809q7GFtQ.html,3-5年,本科,,16-胡洋帆,胡洋帆,,,,海淀区
湖南君信科技有限公司,"工作周期：长期兼职
每周工期：2-3天
工作时间：不限
工作时段：工作日
结算方式：日结
招聘截止时间：2025-09-23
1.必须清华大学或者北京大学在读大三或大四
2.数学 物理 化学 计算机竞赛获奖者加分
3.专业不限 必须要有一定代码基础
4.必须线下兼职不接受线上 有房补 餐补 有国内一线Ai大模型公司的实习证明",北京,500-550元/天,prompt工程师,https://www.zhipin.com/job_detail/f0758a3b4ebb57b103J43du5F1BQ.html,经验不限,本科,,16-胡洋帆,胡洋帆,,,,海淀区
AutoAgents.ai,"岗位职责：
- 结合公司的特有产品，创建和管理相关提示词（Prompt），以提高模型的准确性和效率
- 针对特定任务和领域进行提示词的设计和优化，提升回答质量和相关性
- 根据⽤户需求及反馈，持续优化流程和prompt，对实现效果进⾏分析与追踪
- 了解并追踪⼈工智能、自然语⾔处理和机器学习的最新进展
- 完成分配的其他相关任务
岗位要求：
- 理工科或人文科学、外语、哲学、历史、教育类相关专业应届生
- 对人工智能和机器学习有浓厚的兴趣和基础知识，熟练掌握ChatGPT、智谱AI、KimiChat、文心一言等任意一个大模型的使用
- 有匠人精神，有好奇心，喜欢钻研
- 能够清晰地书面和口头沟通技术概念
- 了解AI Agents相关知识加分
- 学习过Prompt Engineering相关课程加分，如吴恩达《ChatGPT Prompt Engineering for Developers》
- 有自然语言处理（NLP）项目经验者加分
- 有在AI领域发表研究论文或参与相关竞赛的经验加分",北京,150-200元/天,Prompt Engineer实习生,https://www.zhipin.com/job_detail/bc0577e4fde4aac6031709i8FVdV.html,1-3年,本科,,16-胡洋帆,胡洋帆,,,,海淀区
紫荆智康,"主要职责：
1. Prompt优化与策略设计：面向具体业务场景设计并迭代提示词策略，包括角色设定、指令模板、结构化输出约束、few-shot示例、多轮对话提⽰与⼯具调⽤提示等，提升模型输出的准确性、一致性与可控性，降低幻觉与不稳定输出。
2. 复杂场景提⽰词编排：针对多轮对话、长上下文、RAG检索增强、Agent工具链等复杂链路进行提示词编排与约束设计，提升在真实线上场景中的鲁棒性与容错能力。
3. Prompt评测与迭代闭环：建设提示词评测与回归体系，沉淀典型问题样例与评测集，结合自动化评分与线上反馈，推动A/B验证与持续迭代，形成效果提升的可量化闭环。
4. badcase分析与修复：对线上badcase进行归因分析，区分指令问题、上下文组织问题、检索问题与工具调用问题，制定并落地可复现、可回归的修复方案。
5. 跨团队协作与规范沉淀：与产品、工程团队协作，将业务需求转化为可执行的提示词规范、输出协议与评测口径，沉淀可复用的方法论与模板库。

职位要求：
1. 拥有计算机科学、人工智能或相关领域的本科及以上学位。
2. 具备大模型应用落地经验，熟悉Prompt工程方法，能够独立完成提示词设计、调优与问题定位。
3. 对结构化输出、约束生成、多轮对话、工具调用提示等有实践经验，能够提升输出一致性与可控性。
4. 具备数据分析与评测意识，能够构建评测集、设计指标并推动A/B验证与回归测试。
5. 熟练掌握Python编程，具备基础工程能力，能够配合完成评测脚本、实验平台或线上配置化落地。
6. 具备优秀的团队合作精神，良好的沟通能力和创新思维，能够快速适应新技术和挑战。",北京,25-50K·15薪,算法工程师（Prompt优化）,https://www.zhipin.com/job_detail/4d1d6b9db42098ef0nV729y5EVNV.html,3-5年,本科,,16-胡洋帆,胡洋帆,,,,海淀区
景烁科技,"职位描述
1、深入理解AI大模型，产出在Agent/多模态等方向的高质量数据；
2、能通过代码和Prompt Engineering，完成数据挖掘、预处理、数据分析、链路搭建等任务；
3、与产品研发团队进⾏沟通协作，参与业务场景定义、数据标准制定、标注策略迭代、数据⽣产⾃动化等；
4、针对大模型的突出问题，与产品、算法、标注、评估等团队合作进行专项攻坚。

职位要求
以下要求第2项必备，第4项⾄少需要有基础python能力
1、本科及以上学历，计算机、人工智能、软件工程、数据科学、金融经管等相关专业学科，有复合型学科背景优先；
2、精通提示词工程（Prompt Engineering），能优化Prompt解决不同类型的任务需求，理解Agent实现原理，熟悉workflow搭建，有Coze搭建工作流/agent经验；【必备】
3、具备较高的文字感知、专业内容创作与判断能力，了解LLM数据标注的流程和方法；
4、熟练使用Python、SQL、Java等编程语言，了解机器学习/人工智能/模型调优，熟悉各种算法的基本概念，有应用开发/（运维）Dev-Ops经验加分；
5、对AI有高度热情，有较强的自驱、学习、沟通和抗压能力。",北京,7-10K,AI数据运营专家-Agent方向/Prompt/Python,https://www.zhipin.com/job_detail/0834ce5dd25e6d5f0nR53tu4FlJQ.html,经验不限,本科,,16-胡洋帆,胡洋帆,,,,海淀区
Plaud,"岗位描述：
1. Agent平台研发：基于LLM进行Agent应用及平台的开发，包括但不限于Agent引擎、知识库、RAG、Prompt、记忆相关模块的设计和开发；
2. 业务系统研发：负责产品需求的拆解和技术方案设计，以及业务系统的研发落地；
3. 技术跟进：跟踪最新的AI技术发展动态，探索和跟进前沿技术/算法，推动应用落地；

任职要求：
1. 本科及以上学历，计算机、人工智能等相关专业，一年以上AI应用开发经验；
2. 精通Python、Golang、TypeScript中的一种或多种开发语言，熟练掌握LangChain/Llamaindex等开发工具框架；
3. 良好的沟通能力和学习习惯，对AI领域有足够热情，具备较强的自我驱动能力和独立思考能力；",北京,30-50K·14薪,AI Agent/Prompt开发工程师,https://www.zhipin.com/job_detail/aa884c15447e577c1Hx-2di8FltZ.html,3-5年,本科,,16-胡洋帆,胡洋帆,,,,海淀区
葡萄智学,"作为Prompt工程师，你将负责研发和改进大模型的提示词（Prompt），以提升用户体验。你将与团队合作，研究和实施创新的Prompt策略和技术，以引导模型生成更准确、有针对性的回应。

职责和任务:
设计和开发创新的Prompt策略和技术，让模型的回应符合产品预期，并提升模型的回应质量。
与团队合作，进行Prompt系统的实验和评估，收集数据并进行分析，以改进系统性能。
分析用户反馈和使用数据，识别和解决Prompt系统中的问题和挑战。

技能和资格:
有实际的Prompt系统开发和优化经验，熟悉常见的Prompt设计模式和技术。
211大学理工科专业硕士或博士学位，如果是计算机相关专业最好。
熟悉Python，能够处理大规模文本数据，具备数据分析和统计建模技能。
良好的问题解决能力和创新思维，能够提出和实现创造性的Prompt系统解决方案。
良好的团队合作和沟通能力，能够与多学科团队合作。",北京,30-50K,Prompt Engineering 工程师,https://www.zhipin.com/job_detail/8c58024d9c44b9e003Z-2tW9GFdQ.html,1-3年,硕士,,16-胡洋帆,胡洋帆,,,,海淀区
北京元理无限科技,"一、工作职责：
1.大模型应用设计与开发：探索并落地企业内部大模型应用场景，完成方案设计、开发与性能评测；撰写项目文档，定期复盘并总结经验
2.前沿技术研究：开展 Prompt Engineering、RAG、Agent 等方向的前沿技术研究；深入理解提示词工程与检索技术
3.智能化需求对接：调研、收集并提炼企业内部智能化需求；输出可落地的解决方案
4. 项目管理与交付：配合项目经理进行项目管控，确保按计划高质量交付；参与客户沟通，深度挖掘业务场景，持续优化解决方案

二、职位要求：
1.技术与实践能力；
2.曾接触过大模型/AI Agent；
3.了解过RAG等技术；
4.熟悉大模型在B 端的应用场景，逻辑清晰、善于总结归纳与抽象
5.了解 AI Agent，使用过Coze、Dify 等智能体开发工具，能独立搭建复杂智能体
6.掌握 Prompt 工程方法，能够基于不同业务场景完成Prompt 设计与效果评测

  三、能力素质
1.优秀的业务模型分析能力、沟通能力和文档编写能力
2.思路清晰、认真严谨，执行力强、自驱力高
3.对业务敏锐，能够在复杂环境中识别关键矛盾并制定短期与长远方案
4.加分项： 有产品项目经验、 有 Python 开发功底

加分项
有以下行业经验：人工智能·互联网",北京,200-300元/天,大模型Agent工程师实习生,https://www.zhipin.com/job_detail/bc7c6517ce7c1855031y09i1E1VR.html,,本科,,16-胡洋帆,胡洋帆,,,,海淀区
